suite_version,suite_id,scenario_id,tier,seed,method_name,method_config_json,metric_T_r2,metric_T_dtw,metric_S_spectral_corr,metric_S_maxlag_corr,metric_S_r2,length,timestamp,package_version,git_commit,scenario_periods_json
v1.0.0,core,piecewise_trend_regime_cycle_with_events,3,0,SSA,"{""primary_period"":40,""rank"":10}",-0.3569676084122942,7.606503704104183,0.9758915055581547,0.877914576598097,0.7500667111073456,512,2026-01-25T13:33:31Z,0.1.0,1365c59,"[40,65]"
v1.0.0,core,piecewise_trend_regime_cycle_with_events,3,0,STL,"{""period"":40}",-0.3600737825948781,5.884795878183951,0.9737261056159451,0.7799210022380151,0.5672646205742319,512,2026-01-25T13:33:31Z,0.1.0,1365c59,"[40,65]"
v1.0.0,core,piecewise_trend_regime_cycle_with_events,3,0,VMD,"{""DC"":0,""K"":5,""alpha"":2000.0,""init"":1,""primary_period"":40,""seasonal_num_modes"":1,""tau"":0.0,""tol"":1e-07}",-1.2145513744256902,10.569719648537637,0.7457910641208563,0.7230944672761257,0.6678881491897063,512,2026-01-25T13:33:31Z,0.1.0,1365c59,"[40,65]"
v1.0.0,core,piecewise_trend_regime_cycle_with_events,3,0,WAVELET,"{""wavelet"":""db4""}",-0.5369139313174652,7.269481903978127,0.9930161593403544,0.9100670851705145,0.8188432714200465,512,2026-01-25T13:33:31Z,0.1.0,1365c59,"[40,65]"
v1.0.0,core,poly_trend_multi_harmonic,2,0,CEEMDAN,"{""primary_period"":48}",0.9307908478312075,1.4507756624657044,0.6911048143302775,0.6855361226770873,0.4981586841060345,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,DR_TS_AE,"{""alpha_S"":5.0,""alpha_T"":10.0,""cache_model"":true,""device"":""cpu"",""hidden_channels"":[32,64],""kernel_size"":7,""latent_dim"":16,""n_epochs"":50}",-1.3119749993395045,11.040900549884304,0.6705614583830054,0.8144859601855367,0.3670023579758593,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,DR_TS_REG,"{""lambda_R"":0.1,""lambda_S"":50.0,""lambda_T"":100.0}",0.5284984432453748,2.451470083455017,0.9973765834506706,0.9801954238146157,0.6795809558656377,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,EMD,"{""primary_period"":48}",0.9479161979234957,1.2689965245179402,0.5501519017721823,0.5674825519934305,0.3362614837538847,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,MA_BASELINE,"{""season_period"":48}",0.688581668592964,4.007986308068072,0.8346631619309546,0.9059896377645764,0.8141153142072126,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,MSTL,"{""periods"":[48]}",0.9856737006418231,0.3909611409933729,0.9972422370034415,0.9569378667676759,0.9067587112750747,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
